Business ID: 36qqRqBt2QJvkW1y9z06NQ	 | Ground Truth Categories :[ "Pediatric Dentists" , "Health & Medical" , "Dentists"]				 | Programatically assigned Categoires :Health & Medical, Doctors		 | precision : 0.5 		 | Recall : 0.33333334		 | F-Measure : 0.4
Business ID: IH0Z_B6Z4pOwRFiz7Qd2Og	 | Ground Truth Categories :[ "Gift Shops" , "Flowers & Gifts" , "Shopping" , "Home Decor" , "Home & Garden"]				 | Programatically assigned Categoires :Funeral Services & Cemeteries		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: sbqLELuU4kw2AxH9ks0I2A	 | Ground Truth Categories :[ "Health & Medical" , "Dentists" , "General Dentistry" , "Cosmetic Dentists"]				 | Programatically assigned Categoires :Funeral Services & Cemeteries		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: mwxcQ1wR58HeBGF3LRTs3w	 | Ground Truth Categories :[ "Greek" , "Mediterranean" , "Restaurants"]				 | Programatically assigned Categoires :Funeral Services & Cemeteries		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: 4mSnsEk_mDFJo_hTAxbaqA	 | Ground Truth Categories :[ "Local Services" , "Furniture Reupholstery"]				 | Programatically assigned Categoires :Furniture Reupholstery		 | precision : 1.0 		 | Recall : 0.5		 | F-Measure : 0.6666667
Business ID: 5QQvOrBgkjtnGZq7KxKaRA	 | Ground Truth Categories :[ "Local Services" , "Furniture Reupholstery" , "Shopping" , "Antiques"]				 | Programatically assigned Categoires :Furniture Reupholstery		 | precision : 1.0 		 | Recall : 0.25		 | F-Measure : 0.4
Business ID: fIfjd8f7Xi7DStb5GdJQog	 | Ground Truth Categories :[ "Department Stores" , "Fashion" , "Shopping"]				 | Programatically assigned Categoires :Furniture Reupholstery		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: _It8iCmK-9HCj1OMT0VZPQ	 | Ground Truth Categories :[ "Local Services"]				 | Programatically assigned Categoires :Furniture Reupholstery		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: 1R4HcJuJdkkIUK-vKhCYkQ	 | Ground Truth Categories :[ "Kitchen & Bath" , "Shopping" , "Home Decor" , "Home & Garden"]				 | Programatically assigned Categoires :Furniture Reupholstery		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: Z4_Y1cLrMVQAjBcnUQ80UA	 | Ground Truth Categories :[ "Shopping" , "Home & Garden" , "Furniture Stores"]				 | Programatically assigned Categoires :Home & Garden, Mattresses, Furniture Reupholstery, Furniture Stores		 | precision : 0.5 		 | Recall : 0.6666667		 | F-Measure : 0.57142854
Business ID: Oy83hDdrLWyA4WdPQ682ig	 | Ground Truth Categories :[ "Shopping" , "Home & Garden" , "Furniture Stores"]				 | Programatically assigned Categoires :Furniture Stores		 | precision : 1.0 		 | Recall : 0.33333334		 | F-Measure : 0.5
Business ID: j9BvvlRUJpQtmKnXrzyvrQ	 | Ground Truth Categories :[ "Shopping" , "Home & Garden" , "Furniture Stores"]				 | Programatically assigned Categoires :Furniture Stores		 | precision : 1.0 		 | Recall : 0.33333334		 | F-Measure : 0.5
Business ID: p0VPEG1phl5N1fUAJa32qg	 | Ground Truth Categories :[ "Local Services" , "Furniture Reupholstery" , "Furniture Repair"]				 | Programatically assigned Categoires :Furniture Stores		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: hz2gqx9reqEMEnWgodd1fg	 | Ground Truth Categories :[ "Local Services" , "Junk Removal & Hauling"]				 | Programatically assigned Categoires :Furniture Stores		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: r9DWc6xMXP-p1CNvEL3ZKA	 | Ground Truth Categories :[ "Discount Store" , "Shopping" , "Home & Garden" , "Furniture Stores"]				 | Programatically assigned Categoires :Furniture Stores		 | precision : 1.0 		 | Recall : 0.25		 | F-Measure : 0.4
Business ID: FQw-ZUuncpXzbORPeO1fyA	 | Ground Truth Categories :[ "Shopping" , "Home & Garden" , "Furniture Stores"]				 | Programatically assigned Categoires :Furniture Stores		 | precision : 1.0 		 | Recall : 0.33333334		 | F-Measure : 0.5
Business ID: TI0Y8O27cuwHIqeyR7JCYA	 | Ground Truth Categories :[ "Local Services" , "Heating & Air Conditioning/HVAC" , "Home Services" , "Appliances & Repair"]				 | Programatically assigned Categoires :Garage Door Services		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: jzewvsJhygCMqqpdFFY7Lg	 | Ground Truth Categories :[ "Landscaping" , "Home Services"]				 | Programatically assigned Categoires :Gardeners		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: k8B-ZZZezlXYLE7YC7FvQg	 | Ground Truth Categories :[ "Gardeners" , "Landscaping" , "Tree Services" , "Home Services"]				 | Programatically assigned Categoires :Gardeners		 | precision : 1.0 		 | Recall : 0.25		 | F-Measure : 0.4
Business ID: AMs8n_iWjr8aSa50K3jRng	 | Ground Truth Categories :[ "Landscaping" , "Home Services"]				 | Programatically assigned Categoires :Gardeners		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: eVmKRWrxPMw6kQuZ6aaZXw	 | Ground Truth Categories :[ "Automotive" , "Gas & Service Stations"]				 | Programatically assigned Categoires :Gas & Service Stations		 | precision : 1.0 		 | Recall : 0.5		 | F-Measure : 0.6666667
Business ID: agouWex8fxKaeAC9dRGkBg	 | Ground Truth Categories :[ "Automotive" , "Gas & Service Stations"]				 | Programatically assigned Categoires :Gas & Service Stations		 | precision : 1.0 		 | Recall : 0.5		 | F-Measure : 0.6666667
Business ID: _m4Gf8ZyrRIgkMiTvGrSnA	 | Ground Truth Categories :[ "Car Wash" , "Automotive" , "Gas & Service Stations"]				 | Programatically assigned Categoires :Gas & Service Stations		 | precision : 1.0 		 | Recall : 0.33333334		 | F-Measure : 0.5
Business ID: C24P9rZWc9rmLMKqxwA9Xw	 | Ground Truth Categories :[ "Automotive" , "Gas & Service Stations"]				 | Programatically assigned Categoires :Gas & Service Stations		 | precision : 1.0 		 | Recall : 0.5		 | F-Measure : 0.6666667
Business ID: HqxDLwFhleXpbag19ntRbg	 | Ground Truth Categories :[ "Auto Repair" , "Automotive" , "Smog Check Stations" , "Oil Change Stations"]				 | Programatically assigned Categoires :Gas & Service Stations		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: FI4ns6iR4ZrhoaYjITf-Mg	 | Ground Truth Categories :[ "Chinese" , "Restaurants"]				 | Programatically assigned Categoires :Gastropubs, Bars		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: Ah5sMocfo1FTk6vekMLM6g	 | Ground Truth Categories :[ "German" , "Restaurants"]				 | Programatically assigned Categoires :German		 | precision : 1.0 		 | Recall : 0.5		 | F-Measure : 0.6666667
Business ID: bgBafNxzbhvsC4GAivwWtQ	 | Ground Truth Categories :[ "Bars" , "Food" , "Automotive" , "Cafes" , "Coffee & Tea" , "Nightlife" , "Parking" , "Restaurants"]				 | Programatically assigned Categoires :German		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: VOoqJ-Q402FUocygKMVIVA	 | Ground Truth Categories :[ "Hot Dogs" , "Restaurants"]				 | Programatically assigned Categoires :German		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: QnClRGIbIj3Ad2CAueSRQw	 | Ground Truth Categories :[ "Brasseries" , "Restaurants"]				 | Programatically assigned Categoires :Beer Garden, Beer Gardens, Baden, German		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: i5OJAtAfw_adcXuiYPXM2w	 | Ground Truth Categories :[ "Bars" , "German" , "Dance Clubs" , "Pubs" , "Nightlife" , "Restaurants"]				 | Programatically assigned Categoires :Beer Gardens, Baden, Beer Garden, German		 | precision : 0.25 		 | Recall : 0.16666667		 | F-Measure : 0.2
Business ID: XCPhxkTG4C7BnLIeewPwUA	 | Ground Truth Categories :[ "Nightlife" , "Dance Clubs" , "Restaurants"]				 | Programatically assigned Categoires :German		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: lHTVUmgsQIxGI9WqCCXnQw	 | Ground Truth Categories :[ "Hotels & Travel" , "Event Planning & Services" , "Hotels"]				 | Programatically assigned Categoires :German		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: X2ZBdPEgnrv34ygFRq0W2A	 | Ground Truth Categories :[ "Shopping Centers" , "Shopping"]				 | Programatically assigned Categoires :German		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: UDvpY4D2zWLInNxNWGb3iw	 | Ground Truth Categories :[ "Indian" , "Restaurants"]				 | Programatically assigned Categoires :German		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: WhuwyDN8C6dOGsgcdXA3Xw	 | Ground Truth Categories :[ "Bars" , "Restaurants" , "Nightlife" , "Italian"]				 | Programatically assigned Categoires :Beer Garden,  Beer Gardens,  Baden, German		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: 5xXr_KnqboB4SclCe9d9jg	 | Ground Truth Categories :[ "Falafel" , "Mediterranean" , "Restaurants"]				 | Programatically assigned Categoires :German		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: dyZjJa644Es2HvJT96_6xQ	 | Ground Truth Categories :[ "Chinese" , "Restaurants"]				 | Programatically assigned Categoires :German		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: n5FnfX35tQgiWPHw1gNH0w	 | Ground Truth Categories :[ "Food"]				 | Programatically assigned Categoires :German		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: 23sB_DG-bQO3luNlZ-vi4g	 | Ground Truth Categories :[ "Flowers & Gifts" , "Shopping" , "Florists"]				 | Programatically assigned Categoires :Florists, Flowers & Gifts, Gift Shops		 | precision : 0.6666667 		 | Recall : 0.6666667		 | F-Measure : 0.6666667
Business ID: 9nPCKf268xToQ-eHK_cx3g	 | Ground Truth Categories :[ "Flowers & Gifts" , "Shopping" , "Florists"]				 | Programatically assigned Categoires :Florists, Flowers & Gifts, Gift Shops		 | precision : 0.6666667 		 | Recall : 0.6666667		 | F-Measure : 0.6666667
Business ID: jbt8lH7tp_m01L2Psj937w	 | Ground Truth Categories :[ "Flowers & Gifts" , "Shopping" , "Florists"]				 | Programatically assigned Categoires :Florists, Flowers & Gifts, Gift Shops, Wedding Planning		 | precision : 0.5 		 | Recall : 0.6666667		 | F-Measure : 0.57142854
Business ID: nZq_D4BLT2J8Uzku1xJQ7A	 | Ground Truth Categories :[ "Shopping" , "Florists" , "Food" , "Chocolatiers & Shops" , "Gift Shops" , "Specialty Food" , "Flowers & Gifts"]				 | Programatically assigned Categoires :Gift Shops		 | precision : 1.0 		 | Recall : 0.14285715		 | F-Measure : 0.25
Business ID: Jw52eQW9RtGX8KCkesQLxw	 | Ground Truth Categories :[ "Gift Shops" , "Shopping" , "Party & Event Planning" , "Local Services" , "Event Planning & Services" , "Funeral Services & Cemeteries" , "Flowers & Gifts"]				 | Programatically assigned Categoires :Gift Shops		 | precision : 1.0 		 | Recall : 0.14285715		 | F-Measure : 0.25
Business ID: GMLbWz9fY-3meEXErnc2Ww	 | Ground Truth Categories :[ "Flowers & Gifts" , "Shopping" , "Florists"]				 | Programatically assigned Categoires :Gift Shops		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: 386paZwI_1caj42YacidSQ	 | Ground Truth Categories :[ "Flowers & Gifts" , "Shopping" , "Florists"]				 | Programatically assigned Categoires :Gift Shops		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: qPrLJ6TibtKZAogClraJNA	 | Ground Truth Categories :[ "Korean" , "Asian Fusion" , "Thai" , "Restaurants"]				 | Programatically assigned Categoires :Gluten-Free		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: 5npcHq7cvdJlgQen_1n80Q	 | Ground Truth Categories :[ "American (New)" , "Asian Fusion" , "Chinese" , "Restaurants"]				 | Programatically assigned Categoires :Gluten-Free, Restaurants, Italian		 | precision : 0.33333334 		 | Recall : 0.25		 | F-Measure : 0.28571427
Business ID: 6x5yOyKHuC0aDw3u2mFKyw	 | Ground Truth Categories :[ "Korean" , "Asian Fusion" , "Japanese" , "Restaurants"]				 | Programatically assigned Categoires :Gluten-Free		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: 9zTMcz5qV1nkq239nGFamA	 | Ground Truth Categories :[ "Chinese" , "Restaurants"]				 | Programatically assigned Categoires :Gluten-Free		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: 9UrMG4cn2nfIQsJlH8e2PQ	 | Ground Truth Categories :[ "Fast Food" , "Asian Fusion" , "Chinese" , "Restaurants"]				 | Programatically assigned Categoires :Gluten-Free		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: 93fEJZYc3B-jOMaXce7G5A	 | Ground Truth Categories :[ "Italian" , "Pizza" , "Salad" , "Restaurants"]				 | Programatically assigned Categoires :Gluten-Free		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: 6SK2ynATxC8hc37QuQQHwQ	 | Ground Truth Categories :[ "Asian Fusion" , "Restaurants"]				 | Programatically assigned Categoires :Gluten-Free, Mongolian		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: CgYGechEKyViP0kg2DJrJg	 | Ground Truth Categories :[ "Asian Fusion" , "Japanese" , "Restaurants"]				 | Programatically assigned Categoires :Gluten-Free		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: MOye61Ou7gMl680BpsvDiQ	 | Ground Truth Categories :[ "Breakfast & Brunch" , "Gluten-Free" , "Vegan" , "Restaurants"]				 | Programatically assigned Categoires :Gluten-Free		 | precision : 1.0 		 | Recall : 0.25		 | F-Measure : 0.4
Business ID: 6Lz2EZa57wqpqVe05mx9QQ	 | Ground Truth Categories :[ "Asian Fusion" , "Restaurants"]				 | Programatically assigned Categoires :Gluten-Free, Mongolian		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: 34JQEZg9DgTpzZ8tnAw_CQ	 | Ground Truth Categories :[ "American (New)" , "Restaurants"]				 | Programatically assigned Categoires :Gluten-Free		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: AYF-t7Yge-3mn2StQiEXvg	 | Ground Truth Categories :[ "Bars" , "American (New)" , "Cocktail Bars" , "Nightlife" , "Restaurants"]				 | Programatically assigned Categoires :Gluten-Free		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: EFCvuMgTXsLnd7eGkKsivA	 | Ground Truth Categories :[ "Pizza" , "Sandwiches" , "Salad" , "Restaurants"]				 | Programatically assigned Categoires :Gluten-Free		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: USyDC-cZCexcyNGrc8uiag	 | Ground Truth Categories :[ "Food" , "Coffee & Tea" , "American (New)" , "Vegan" , "Restaurants"]				 | Programatically assigned Categoires :Gluten-Free		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: Cd3uJtsQtG3vJ_WLGp7YZQ	 | Ground Truth Categories :[ "Asian Fusion" , "Restaurants"]				 | Programatically assigned Categoires :Gluten-Free, Mongolian		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: F3P2F-IMu9XhVsMU5rVyCw	 | Ground Truth Categories :[ "Cantonese" , "Asian Fusion" , "Chinese" , "Restaurants"]				 | Programatically assigned Categoires :Gluten-Free		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: kaX0K0Zg2iiHzL-UJ9hRKQ	 | Ground Truth Categories :[ "Bars" , "Cocktail Bars" , "Nightlife"]				 | Programatically assigned Categoires :Go Karts		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: DvzTiBV8EtCQy1VuTbZOQQ	 | Ground Truth Categories :[ "Food" , "Coffee & Tea" , "Cafes" , "Restaurants"]				 | Programatically assigned Categoires :Go Karts		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: 3O0EjrfbFtc0VQ0QKoO9AA	 | Ground Truth Categories :[ "Food" , "Coffee & Tea"]				 | Programatically assigned Categoires :Go Karts		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: Zl0_-2_N3toDNJ85WyddLQ	 | Ground Truth Categories :[ "Active Life" , "Golf"]				 | Programatically assigned Categoires :Golf Equipment		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: Cz38R9P6W7fXKXzjbouZzA	 | Ground Truth Categories :[ "American (Traditional)" , "Restaurants"]				 | Programatically assigned Categoires :Golf		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: 4ieuLil-D58FBU1DVd_xGA	 | Ground Truth Categories :[ "Sushi Bars" , "Restaurants"]				 | Programatically assigned Categoires :Restaurants, Italian		 | precision : 0.5 		 | Recall : 0.5		 | F-Measure : 0.5
Business ID: e2zI0OMvlUdL82Z0uQHNiQ	 | Ground Truth Categories :[ "Thai" , "Japanese" , "Restaurants"]				 | Programatically assigned Categoires :Restaurants,Italian		 | precision : 0.5 		 | Recall : 0.33333334		 | F-Measure : 0.4
Business ID: ckZVnb6gF3PPVWkoVhAiEw	 | Ground Truth Categories :[ "Buffets" , "Restaurants"]				 | Programatically assigned Categoires :Restaurants,Italian		 | precision : 0.5 		 | Recall : 0.5		 | F-Measure : 0.5
Business ID: WiLwAI9MVfIEfD_a2snf2w	 | Ground Truth Categories :[ "Sushi Bars" , "Japanese" , "Restaurants"]				 | Programatically assigned Categoires :Restaurants,Italian		 | precision : 0.5 		 | Recall : 0.33333334		 | F-Measure : 0.4
Business ID: UnBaAj1ftFlCvH6J9e1UsQ	 | Ground Truth Categories :[ "Elementary Schools" , "Education"]				 | Programatically assigned Categoires :Middle Schools & High Schools		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: xWVehofADR-bD6rGWu6X8g	 | Ground Truth Categories :[ "Active Life" , "Mini Golf"]				 | Programatically assigned Categoires :Mini Golf		 | precision : 1.0 		 | Recall : 0.5		 | F-Measure : 0.6666667
Business ID: TQC7zn0qh0Tz-go7e1D-BA	 | Ground Truth Categories :[ "Active Life" , "Mini Golf"]				 | Programatically assigned Categoires :Mini Golf		 | precision : 1.0 		 | Recall : 0.5		 | F-Measure : 0.6666667
Business ID: NSJUOhWxe7ASwxBboiukMg	 | Ground Truth Categories :[ "Active Life" , "Mini Golf"]				 | Programatically assigned Categoires :Mini Golf		 | precision : 1.0 		 | Recall : 0.5		 | F-Measure : 0.6666667
Business ID: RE7W4BFzPFdlsXmf0j-DVg	 | Ground Truth Categories :[ "Local Services" , "Mobile Phone Repair" , "IT Services & Computer Repair"]				 | Programatically assigned Categoires :Mobile Phones		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: -1B-DEGkLE1kDj5ENAF2NQ	 | Ground Truth Categories :[ "Modern European" , "Restaurants"]				 | Programatically assigned Categoires :Modern European		 | precision : 1.0 		 | Recall : 0.5		 | F-Measure : 0.6666667
Business ID: viVNUK88__6GAlov3cx13g	 | Ground Truth Categories :[ "Burgers" , "Restaurants"]				 | Programatically assigned Categoires :Modern European		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: HtLC-ETA8mTYUWDboDiJTQ	 | Ground Truth Categories :[ "Latin American" , "Restaurants"]				 | Programatically assigned Categoires :Modern European		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: Le9FI_FTgln89GLHXJMe5g	 | Ground Truth Categories :[ "Indian" , "Restaurants" , "Bangladeshi"]				 | Programatically assigned Categoires :Modern European		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: lcnDrqL88LDNB4tE7TQPjQ	 | Ground Truth Categories :[ "Food" , "Desserts" , "Cupcakes" , "Bakeries"]				 | Programatically assigned Categoires :Motorcycle Gear		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: sLeZuwLF95lFRnXLIenBpw	 | Ground Truth Categories :[ "Movers" , "Home Services"]				 | Programatically assigned Categoires :Movers		 | precision : 1.0 		 | Recall : 0.5		 | F-Measure : 0.6666667
Business ID: dGOslcxUufpFI9WQuxw5Hg	 | Ground Truth Categories :[ "Movers" , "Home Services"]				 | Programatically assigned Categoires :Movers, Self Storage		 | precision : 0.5 		 | Recall : 0.5		 | F-Measure : 0.5
Business ID: jUHPWvj6AgdQRYvmATuemw	 | Ground Truth Categories :[ "Shopping" , "Photography Stores & Services"]				 | Programatically assigned Categoires :Photography Stores & Services, Museums		 | precision : 0.5 		 | Recall : 0.5		 | F-Measure : 0.5
Business ID: n_x8rupE9lehNAXQVZFYng	 | Ground Truth Categories :[ "Men's Clothing" , "Fashion" , "Shopping"]				 | Programatically assigned Categoires :Music & DVDs, Vinyl Records		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: fOE_mdKm69ganJBkMr1NKw	 | Ground Truth Categories :[ "Shopping" , "Home & Garden" , "Antiques" , "Furniture Stores"]				 | Programatically assigned Categoires :Music & DVDs		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: MT3PFUtSUGdSl5Uo2y1Jsg	 | Ground Truth Categories :[ "Event Planning & Services" , "Venues & Event Spaces"]				 | Programatically assigned Categoires :Music Venues		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: 3zCjmGvPVuqFyBPVRfr7zQ	 | Ground Truth Categories :[ "Music & DVDs" , "Books, Mags, Music & Video" , "Musical Instruments & Teachers" , "Shopping"]				 | Programatically assigned Categoires :Musical Instruments & Teachers		 | precision : 1.0 		 | Recall : 0.25		 | F-Measure : 0.4
Business ID: 1mLDc7JicFg2-SEz32v39w	 | Ground Truth Categories :[ "Specialty Schools" , "Musical Instruments & Teachers" , "Education" , "Shopping" , "Private Tutors"]				 | Programatically assigned Categoires :Musical Instruments & Teachers		 | precision : 1.0 		 | Recall : 0.2		 | F-Measure : 0.3333333
Business ID: ZGAovdjHkEFvqF2LNzbtvQ	 | Ground Truth Categories :[ "Musical Instruments & Teachers" , "Shopping"]				 | Programatically assigned Categoires :Musical Instruments & Teachers		 | precision : 1.0 		 | Recall : 0.5		 | F-Measure : 0.6666667
Business ID: 86aGyaoKrEHJzNC31qlalg	 | Ground Truth Categories :[ "Musical Instruments & Teachers" , "Shopping"]				 | Programatically assigned Categoires :Musical Instruments & Teachers		 | precision : 1.0 		 | Recall : 0.5		 | F-Measure : 0.6666667
Business ID: CFsYnW8UVx0fAhXd25-a_w	 | Ground Truth Categories :[ "Musical Instruments & Teachers" , "Shopping"]				 | Programatically assigned Categoires :Musical Instruments & Teachers		 | precision : 1.0 		 | Recall : 0.5		 | F-Measure : 0.6666667
Business ID: x3ByDg8Lt8ioECK80blmww	 | Ground Truth Categories :[ "Musical Instruments & Teachers" , "Shopping"]				 | Programatically assigned Categoires :Musical Instruments & Teachers		 | precision : 1.0 		 | Recall : 0.5		 | F-Measure : 0.6666667
Business ID: IXC8w1Fqg_gxCcd8I3hhuw	 | Ground Truth Categories :[ "Musical Instruments & Teachers" , "Shopping"]				 | Programatically assigned Categoires :Musical Instruments & Teachers		 | precision : 1.0 		 | Recall : 0.5		 | F-Measure : 0.6666667
Business ID: AwQorTMV_hspc7Y6D_bFmw	 | Ground Truth Categories :[ "Breakfast & Brunch" , "American (New)" , "Restaurants"]				 | Programatically assigned Categoires :Musicians		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: nMJwdBbLDD1O9i4WIEGxHg	 | Ground Truth Categories :[ "Restaurants" , "Canadian (New)" , "Italian"]				 | Programatically assigned Categoires :Musicians		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: dZlGUcKuYaDHzuHyO-jvUA	 | Ground Truth Categories :[ "Food" , "Donuts" , "Coffee & Tea"]				 | Programatically assigned Categoires :Musicians		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: _OPYzJuVA-AyXyspbPZYOg	 | Ground Truth Categories :[ "Local Services" , "Child Care & Day Care"]				 | Programatically assigned Categoires :Nanny Services		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: 8uuNCjNYinPKoTJpjpo63A	 | Ground Truth Categories :[ "Health & Medical" , "Chiropractors"]				 | Programatically assigned Categoires :NaturopathicHolistic		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: ox2L_gt3zZibLqOZ0pNNPw	 | Ground Truth Categories :[ "Health & Medical" , "Chiropractors"]				 | Programatically assigned Categoires :NaturopathicHolistic, Neurologist		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: lmaYUvUvIUH3OgvVih6yTg	 | Ground Truth Categories :[ "Acupuncture" , "Health & Medical" , "Chiropractors"]				 | Programatically assigned Categoires :NaturopathicHolistic		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: A7uwiehi1y1eLWOn03h5LQ	 | Ground Truth Categories :[ "Health & Medical" , "Chiropractors"]				 | Programatically assigned Categoires :NaturopathicHolistic		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: md2QmDET0QJyk5VsyWvoFA	 | Ground Truth Categories :[ "Health & Medical" , "Urgent Care"]				 | Programatically assigned Categoires :Neurologist		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: yCIL4BZhK8Pavb9VZztLZw	 | Ground Truth Categories :[ "Doctors" , "Beauty & Spas" , "Health & Medical" , "Naturopathic/Holistic" , "Medical Spas"]				 | Programatically assigned Categoires :Neurologist		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: Cpjt0CxAEmVSgUVsaB30DA	 | Ground Truth Categories :[ "Weight Loss Centers" , "Medical Centers" , "Health & Medical"]				 | Programatically assigned Categoires :Neurologist		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: qnDDGMuGtwAgl5n-yyZWFA	 | Ground Truth Categories :[ "Doctors" , "Health & Medical" , "Naturopathic/Holistic"]				 | Programatically assigned Categoires :Neurologist		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: nmfsCU6YQyUgbZHJLZmrdQ	 | Ground Truth Categories :[ "Health & Medical" , "Chiropractors"]				 | Programatically assigned Categoires :Neurologist		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: ibD43JSJzGXh7tI_0l-7TA	 | Ground Truth Categories :[ "Oral Surgeons" , "Health & Medical" , "Dentists"]				 | Programatically assigned Categoires :Neurologist		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: 1v_7_hzNmq6TVS8poLWJHA	 | Ground Truth Categories :[ "Food" , "Donuts" , "Coffee & Tea"]				 | Programatically assigned Categoires :Neurologist		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: -_p_WEM0W1oFgqdCUewXHg	 | Ground Truth Categories :[ "Shopping Centers" , "Shopping"]				 | Programatically assigned Categoires :Newspapers & Magazines		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
